publish_date,author,content,atype2,Code One,Code Two,post_type
10/7/2016 2:55,PATRIOTBLAKE,Donât Fully Grasp Severity Of HCâs Email Breach?  Share with #ImWithHer before indictment or 2nd Clinton impeachment  https://t.co/HlPLzvmSXz,RightTroll,1,1,RETWEET
10/7/2016 3:18,FINLEY1589,'@cnn another #hillary? DOJ: Government contractor stole secret intelligence https://t.co/2pcFkMx3O2',RightTroll,1,1,RETWEET
10/7/2016 3:25,AMELIEBALDWIN,"Huma Just Got BUSTED For Dismissing AIPAC As ""That Crowd."" Barry Hates Israel & Hill Does Too! #VoteTrump #MAGA ï¿½ï¿½ï¿½ï¿½  https://t.co/pM97Rjqos2 https://t.co/boMGPVogu1",RightTroll,1,1,RETWEET
10/7/2016 3:30,AMELIEBALDWIN,OH MY GAWD! I just lost my lunch. #NeverHillary https://t.co/YULZnHCSLV,RightTroll,1,1,RETWEET
10/7/2016 4:08,KATERITTERRRR,@realDonaldTrump @KellyannePolls @FoxNews https://t.co/yE598i14gr',RightTroll,1,1,RETWEET
10/7/2016 4:28,EMILEEWAREN,"So after Nov 8th next time Her Majesty #FacePlants into the #HillaryWagon, this clawing clown will have his finger on the #nuclear button. https://t.co/XYDtoe0ezT",RightTroll,1,1,RETWEET
10/7/2016 4:46,QUEENNARIELLE,'@realDonaldTrump Death toll in Haiti is now up to 264 peopleâ¼ï¸ REASON: 20K were living in tents b/c Hillary stole earthquake relief money.',LeftTroll,1,1,RETWEET
10/7/2016 4:47,AMELIEBALDWIN,"WOW!!  Wikileaks: #CrookedHillary Clinton took money from, and was board member of, company doing deals with ISIS #WakeUpAmerica #TrumpTrain https://t.co/7ZxJbFwZWE",RightTroll,1,1,RETWEET
10/7/2016 5:06,HYDDROX,ï¿½WOW: Clinton campaign going to facilities for the mentally ill with absentee ballots getting them to vote for Hillary  That's sick!  #ALDS https://t.co/5I6d0Ry2Y3,RightTroll,1,1,RETWEET
10/7/2016 5:08,DOROTHIEBELL,WACO Texas MASSACRE Bill Clinton (Part 3 of 3) The COVER UP  https://t.co/dRuUrl4jwQ,RightTroll,1,1,RETWEET
10/7/2016 6:05,WADEHARRIOT,Tim Kaine is only about Tim Kaine https://t.co/JDMCXSHp6e,RightTroll,1,1,RETWEET
10/7/2016 6:14,COOKNCOOKS,"Son Going to Jail, But No Charges for HC? Over and over ppl do time for mishandled classified intel.EXCEPT #Hillary   https://t.co/Anc7Q5oWbu",RightTroll,1,1,RETWEET
10/7/2016 6:15,AMELIEBALDWIN,Surprise https://t.co/WM7A670Yo4,RightTroll,1,1,RETWEET
10/7/2016 7:27,HYDDROX,New Report: White House Coordinated With Clinton Campaign About Emails In Early 2015 https://t.co/Ehl8STNghv,RightTroll,1,1,RETWEET
10/7/2016 7:30,PATRIOTBLAKE,Oh come on already! Really??? https://t.co/td2557NuoJ  #SoBad #CrookedHillary,RightTroll,1,1,RETWEET
10/7/2016 7:37,AMELIEBALDWIN,Globalist criminal grifters...they are robbing us blind over a HOAX. #NeverHillary #PayToPlay #ClimateChangeHoax  https://t.co/sqHbffkXjd https://t.co/LJMtvMNmoO,RightTroll,1,1,RETWEET
10/7/2016 7:47,PATRIOTBLAKE,https://t.co/qk7R4GIwG3 via @youtube,RightTroll,1,1,RETWEET
10/7/2016 7:47,WADEHARRIOT,'@CarolineWalkerB @lynn_weiser  The whole Clinton family is corrupt.',RightTroll,1,1,RETWEET
10/7/2016 7:50,AMELIEBALDWIN,#News BREAKING â WikiLeaks Releases Proof of Hillaryâs TREASON â LOCK HER UP! https://t.co/3NHQTgtrQb https://t.co/fkBVgM04eS,RightTroll,1,1,RETWEET
10/7/2016 7:51,AMELIEBALDWIN,https://t.co/vTWPQBwuK8  FBI agents are ready to revolt over the cozy ClintonÂ probe,RightTroll,1,1,RETWEET
10/7/2016 8:00,HYDDROX,"Why isn't Hillary 50 points ahead? Maybe it's the email scandal, policies that spread ISIS, or calling millions of Americans deplorables! https://t.co/cRMR93Lr73",RightTroll,1,1,RETWEET
10/7/2016 8:12,FINLEY1589,"DNC leaked emails show Hillary Camp's plans to meet with Megyn Kelly Team to discuss ""future hits"" on Trump? Sick! https://t.co/6eelFtyTrn",RightTroll,1,1,RETWEET
10/7/2016 9:54,AMELIEBALDWIN,The National debt is surging. Obama has immigrated more people into USA than any President in history. When seniors live on 12 grand yr.,RightTroll,1,1,RETWEET
10/7/2016 13:32,COOKNCOOKS,"Bill Clinton Pushing for Clinton Foundation Haiti Relief After Fleecing Haitians - Breitbart,, https://t.co/a3zTNTRipO",RightTroll,1,1,RETWEET
10/7/2016 14:56,PRETTYLARAPLACE,Obama using tribal governments as pawns in federal land grab scheme https://t.co/c49W9Y2hDd,RightTroll,1,1,RETWEET
10/7/2016 15:01,AMELIEBALDWIN,One who has no respect for the most innocent & vulnerable #Life has no respect for anyone! #StopAbortion #NeverHillary #DefundPP #PJNET https://t.co/F4ifhAsXaC,RightTroll,1,1,RETWEET
10/7/2016 20:12,AMELIEBALDWIN,Clinton Foundation stuffed their pockets and left Haitian children in squalor. Shame on HRC. #tcot #ccot #gop #maga https://t.co/T8kPLhxMji,RightTroll,1,1,RETWEET
10/7/2016 20:20,EMILEEWAREN,Obama's Rasputin Valerie Jarrett Gave #Benghazi Stand-Down Order - https://t.co/MpxgOiLiZB  - @IBDEditorials - https://t.co/96r7jaVcGF 293,RightTroll,1,1,RETWEET
10/7/2016 22:38,JACQUELINISBEST,However Bill Clinton dicking bimbos is perfectly OK with him... https://t.co/AodfseZejB,RightTroll,1,1,RETWEET
10/7/2016 22:40,KATERITTERRRR,Oh look another Friday document dump. https://t.co/8HhPTKvQN8,RightTroll,1,1,RETWEET
10/8/2016 7:02,KENZDONOVAN,Hillary hates America & wants to see it crumble with open borders. She wants nothing more than to Merkel the United States.  #PodestaEmails https://t.co/H4DFit7GPr,RightTroll,1,1,RETWEET
10/8/2016 13:46,HAPPKENDRAHAPPY,"""BREAKING: Kathleen Willey Says New Clinton Woman To Step Forward"" #billclintonisarapist  https://t.co/rgWIyNVUjz",RightTroll,1,1,RETWEET
10/8/2016 14:15,JEFFREYKAHUNAS,"In the same day...  Trump: ""I never pretended to be someone I'm not""  Hillary: ""You need both a public and a private position on policy""",RightTroll,1,1,RETWEET
10/8/2016 18:53,GARRETTSIMPSON_,"They're not upset they hate Trump period.. Even though Hillary is a beast & will ruin this country even more, it's what they want ! https://t.co/oV92T6zNKF",RightTroll,1,1,RETWEET
10/8/2016 19:03,HYDDROX,BOOM! NEW Hillary emails show campaign ILLEGALLY coordinated with SUPERPAC! https://t.co/OpmqCbWzjf https://t.co/Mk4ftDnEUB,RightTroll,1,1,RETWEET
10/8/2016 22:56,COOKNCOOKS,#WakeUpAmerica What #Trump said or did not say will be irrelevant when we lose this country to globalist #Hillary https://t.co/pMFSReIkwr,RightTroll,1,1,RETWEET
10/9/2016 0:55,DONNABRIVERA,Excerpts from HRC's paid Goldman Sachs speeches finally released https://t.co/SuaSx9GqsF https://t.co/hHQpFnUhH9,RightTroll,1,1,RETWEET
10/9/2016 3:05,WATCHMEWALKIN,WikiLeaks: Hillary Clinton Said Jordan 'Can't Possibly Vet All Those Refugees' from Syria https://t.co/ycy3BvrTzB,LeftTroll,1,1,RETWEET
10/9/2016 3:44,AMELIEBALDWIN,WikiLeaks CONFIRMS Hillary Sold Weapons to ISIS... Then Drops Another BOMBSHELL! Breaking News https://t.co/Xonpu8SqrD,RightTroll,1,1,RETWEET
10/9/2016 5:20,JEFFREYKAHUNAS,'@carolinagirl63 It's called feigned outrage engineered by Dem party.  Hmmm...I wonder if there was any news about Hillary yesterday???',RightTroll,1,1,RETWEET
10/9/2016 11:26,PATRIOTBLAKE,The same folk trying to keep Trump out of the White House fought to keep Bill Clinton in it even after he exposed himself to Paula Jones,RightTroll,1,1,RETWEET
10/9/2016 12:18,_NICKLUNA_,Flight logs show Bill Clinton flew on sex offender's jet much more than previously known \| Fox News https://t.co/fAVe6IJxxn,RightTroll,1,1,RETWEET
10/9/2016 18:49,RAVENICHOLSON,"I was 35 years old when Bill Clinton, Ark. Attorney General raped me and Hillary tried to silence me.  I am now 73....it never goes away.",LeftTroll,1,1,RETWEET
10/9/2016 18:57,DONNABRIVERA,Hillary says victims of sexual assault should be believed.  https://t.co/9UtDzxRSwj,RightTroll,1,1,RETWEET
10/9/2016 21:02,AMELIEBALDWIN,This is how @JoeBiden gropes women and girlsâwith his wife @DrBiden presentâeven when he knows the cameras are on him.  Imagine in private.,RightTroll,1,1,RETWEET
10/9/2016 22:30,PAMELA_MOORE13,WATCH â Hillary âShockedâ By Trumpâs Sex Talk â Forgets What She Said In THIS 1998 Video  #JusticeForJuanita #debate #Debates2016 https://t.co/rD2gDZYkpG,RightTroll,1,1,
10/9/2016 23:31,PATRIOTBLAKE,#TREASON #HILLARY #OBAMA  #StealBillionsHaiti #CreateISIS&USAgunsKillAmbChr#SUICIDEpriceFamily #HillaryBrainTotalDisability #POTUS16 #UNFIT https://t.co/HBtzG2ehV1,RightTroll,1,1,RETWEET
10/10/2016 0:12,TPARTYNEWS,"""I may be Hillary Clintonâs 1st female victim. She ruined my life; defended my rapist & blamed me. I was 12 yrs old""~ Kathy Shelton  #debate https://t.co/Xx4npyjQSG",RightTroll,1,1,
10/10/2016 0:32,FINLEY1589,Your mom was an enabler to your fathers crimes #CrookedClintons #Debate https://t.co/SVyjyPYu9Q,RightTroll,1,1,RETWEET
10/10/2016 0:57,CANNONSHER,@AfricanaCarr @USATODAY Hillary Clinton-----fought against Haiti raising their wages above 31 cents  A must read https://t.co/0EXrjjZdQE',LeftTroll,1,1,RETWEET
10/10/2016 0:58,DAILYSANFRAN,Trump highlights Bill Clinton accusers ahead of debate https://t.co/blU4XBTrSg,NewsFeed,1,1,
10/10/2016 1:23,TEN_GOP,"Donald Trump: You Hillary Clinton should apologize for the 33,000 emails that you deleted.  #Debate",RightTroll,1,1,
10/10/2016 3:26,KENZDONOVAN,Hillary Lies With Such Ease.  She'll Blame Literally Anyone! #PoorHonestAbe   #Debate #VoteTrump #MAGA https://t.co/iO0L3HE0jF,RightTroll,1,1,RETWEET
10/10/2016 3:58,RAVENICHOLSON,"Leaks Show Trump Right, Fact Checkers Wrong: Clinton Wants âOpen Bordersâ #Debate https://t.co/AI77DrUTxy",LeftTroll,1,1,RETWEET
10/10/2016 4:05,TEN_GOP,'@HillaryClinton Actions matter!!! You should be in JAIL!',RightTroll,1,1,
10/10/2016 5:10,AMELIEBALDWIN,"The Liberal Media can't ""Spin"" the corruption of Hillary Clinton. #lockherup #TrumpWon #Debate @mitchellvii  RT if you agree https://t.co/cCquAvYkYr",RightTroll,1,1,RETWEET
10/10/2016 6:36,FINLEY1589,"Watch Hoaxing Hillary literally set up this based one-liner!! ""Because you'd be in JAIL"" #FactCheckï¿½ In #TrumpWhiteHouseï¿½#LockHerUp #debate https://t.co/4r23wmwwQW",RightTroll,1,1,RETWEET
10/10/2016 7:00,DONNABRIVERA,Say #No to criminal #HillaryClinton #Stand with #Trump #debates  https://t.co/Oj98iIxEAZ #United #NeverHillary https://t.co/RhBPeqsuF3,RightTroll,1,1,RETWEET
10/10/2016 8:07,FINLEY1589,Hillary Drinks https://t.co/Dc3RcoKlJu,RightTroll,1,1,RETWEET
10/10/2016 11:37,PATRIOTBLAKE,"Hillary prepared a response to Trump on ObamaCare. She told him he can go first. Trump: ""Nah, Hillary, I'm a gentleman. You go ahead."" ï¿½ï¿½",RightTroll,1,1,RETWEET
10/10/2016 14:02,JMSCOXXX,"Tim Kaine: ""We should all see who the prettiest cross dresser is!!!""  #debate #BetterAlternativeToDebates https://t.co/v3Ol4RCjdc",HashtagGamer,1,1,RETWEET
10/10/2016 14:13,WORLDOFHASHTAGS,'@mitchellvii @youniquestylist #BetterAlternativeToDebates #Debate #MondayMorniing MSM Shills For The Clintons https://t.co/z0RpDizfek',HashtagGamer,1,1,RETWEET
10/10/2016 14:18,WORLDOFHASHTAGS,#BetterAlternativeToDebates Free Hugs.  #Demexit  https://t.co/U0zgGovWhI https://t.co/pUJRDNbi7S,HashtagGamer,1,1,RETWEET
10/10/2016 14:21,AMELIEBALDWIN,People will remember the #kenbonemoment for this: Hillary gave predictable politician answer. Trump was a human being. #debate,RightTroll,1,1,RETWEET
10/10/2016 14:21,DAILEYJADON,#BetterAlternativeToDebates another Leftist hashtag taken over by Conservatives. Left is  #LosingLikeHillary https://t.co/ZNLjOu2QaQ,HashtagGamer,1,1,RETWEET
10/10/2016 14:22,AMANDAVGREEN,Letting @billclinton victims water board him in front of his enabler @HillaryClinton.  #BetterAlternativeToDebates,HashtagGamer,1,1,RETWEET
10/10/2016 14:31,CLAUDIA42KERN,#BetterAlternativeToDebates another Leftist hashtag taken over by Conservatives. Left is  #LosingLikeHillary https://t.co/ZNLjOu2QaQ,HashtagGamer,1,1,RETWEET
10/10/2016 17:34,KENZDONOVAN,With Clinton We Will Be Under Occupation In Our Own Country https://t.co/sIOSFhYBLV,RightTroll,1,1,RETWEET
10/10/2016 19:35,KENZDONOVAN,"Hillary Clinton gets Old Men who Rape 12-year old girls, rendering them unable to have children, out of it & laughs about it. #Decision2016 https://t.co/Pmdj54P3lj",RightTroll,1,1,RETWEET
10/10/2016 23:15,TRAYNESHACOLE,Hillary is the demon from Amityville horror [2/2] https://t.co/Muk3CzqE5K,LeftTroll,1,1,
10/11/2016 1:03,AMELIEBALDWIN,"Aide said Clinton didn't want emails accessible to 'anybody': ""Did you ever search, were you ... https://t.co/lzHLxdOlN0 #Foianews #FOIA",RightTroll,1,1,RETWEET
10/11/2016 2:37,HYDDROX,The most damage from a hurricane is usually caused by the Clinton family when they come to steal anything that people have left,RightTroll,1,1,RETWEET
10/11/2016 3:35,AMELIEBALDWIN,"ï¿½ï¿½Most damning Wikileaks email yet  ""conspire to produce unaware and compliant citizenry""  here: https://t.co/QXBLtvJyrl â¦  ï¿½ï¿½ #MAGA https://t.co/8VMb7Al3MW",RightTroll,1,1,RETWEET
10/11/2016 7:38,AMELIEBALDWIN,Unfortunately #Hillbots will believe anything. Like a that a corrupt career criminal is actually fit for office. https://t.co/99R4pDPpIn,RightTroll,1,1,RETWEET
10/11/2016 17:18,CYNTHIAMHUNTER,Clinton camp appeared to have contacts with DOJ on email case https://t.co/cmJRdKJq9U,RightTroll,1,1,RETWEET
10/11/2016 20:45,EMILEEWAREN,Rotten Hillary's rallies are being interrupted with the truth!   https://t.co/slAl76dHFv,RightTroll,1,1,RETWEET
10/11/2016 20:55,AMELIEBALDWIN,Donna Brazile gave #Hillary Town Hall meeting questions the day before. The game is rigged. #BernieSanders won anyways  #PodestaEmails3 https://t.co/VF5lKn5idl,RightTroll,1,1,RETWEET
10/12/2016 2:54,LEROYLOVESUSA,"Hillary tweet joins in falsely slandering Charlotte cops as racist murderers, helps spark deadly riots https://t.co/FCwtRNuRhW https://t.co/Uuy1QOQiNF",RightTroll,1,1,RETWEET
10/12/2016 3:20,DOROTHIEBELL,Kathleen Saucier says there is a major double standard; Her son is heading to prison for mishandling classified... https://t.co/X4Ok2YUa8Z,RightTroll,1,1,RETWEET
10/12/2016 3:43,HYDDROX,#Wikileaks: #Hillary conspiring to keep Americans and her followers 'unaware and compliant'.  https://t.co/uqH0CTLuOu  #Ohio #Dayton #Akron https://t.co/2lr0WFb1IB,RightTroll,1,1,RETWEET
10/12/2016 5:49,RAVENICHOLSON,BANISHED - Bill Clinton's 'Son' Speaks Out https://t.co/lEZK8MCDRK via @YouTube,LeftTroll,1,1,RETWEET
10/12/2016 21:18,CARRIETHORNTHON,Crowd At Clinton Campaign Rally Cheers When Speaker Praises Obama For Taking Away Our âAccess To Gunsââ¦ https://t.co/VRDJl93SDG,RightTroll,1,1,RETWEET
10/12/2016 21:23,PRETTYLARAPLACE,"Amazing, but not surprising: Hillary Bashed @realDonaldTrump for Liking Putin, But Look What We Found in HER Emails https://t.co/ERnaaa2Lor",RightTroll,1,1,RETWEET
10/13/2016 2:02,KENZDONOVAN,Hillary is digging to China to try and find dirt on Trump: If only Hillary can make America believe Trump hat... https://t.co/eRKk5VLT1U,RightTroll,1,1,RETWEET
10/13/2016 3:55,HYDDROX,Why Black people should vote for Trump & not RACIST Hillary ï¿½#WeWillRise #WikiLeaks #Liberalprivilege #PodestaEmail5 https://t.co/rkb0jVyQlq,RightTroll,1,1,RETWEET
10/13/2016 4:30,AMELIEBALDWIN,'@joepalojoe @nypost Yeah how about Hillary stfu and drop out. Most political correct thing she can do.',RightTroll,1,1,RETWEET
10/13/2016 8:01,ALECMOOOOODY,Does #JulianAssange have the emails to put #Hillary in the Slammer?  https://t.co/0tp1Y4RKl8 https://t.co/b3hAWr0rxm,LeftTroll,1,1,RETWEET
10/13/2016 14:55,JACQUELINISBEST,WOW! This is backfiring already. Americans see what's going on here. Crooked Hillary is going down. WATCH folks! Soon.ï¿½ #WomenStopTrumpParty,RightTroll,1,1,RETWEET
10/13/2016 14:56,KATERITTERRRR,I see weâve finally found a âMiddle Ages dictatorshipâ the Clinton camp wonât work with: the Catholic Church. https://t.co/JMDSi1GJuC,RightTroll,1,1,RETWEET
10/13/2016 17:45,AMELIEBALDWIN,'@cnnbrk WHILE SHE PROTECTS A PEDOPHILE RAPIST BILL CLINTON',RightTroll,1,1,RETWEET
10/13/2016 19:15,DONNABRIVERA,Discussing new emails released by #WikiLeaks + escalating tensions between the U.S. & #Russia - LIVE 11am-3pm CDT: https://t.co/OQtch0Lewb,RightTroll,1,1,RETWEET
10/13/2016 20:55,TEN_GOP,Michelle Obama thinks Trump will be a bad role model..  That's how her daughters do under Obama's presidency.. https://t.co/ttbSXfIzgy,RightTroll,1,1,
10/13/2016 21:21,CARRIETHORNTHON,"Moochelle said as stumping 4 Hillary? Uh, Bill Clinton assaulted Monica L. w/ cigar while POTUS!! Why was expelled from Yale? #JuanitaB rape https://t.co/e1pTjixtXk",RightTroll,1,1,RETWEET
10/13/2016 21:26,DOROTHIEBELL,"You can't put the tooth paste back in the tube. Americans r awake to your fraud now! @FLOTUS Michelle Obama, we will put an end to it Nov 9! https://t.co/hePR2JC1id",RightTroll,1,1,RETWEET
10/13/2016 21:27,PRETTYLARAPLACE,'@CassandraRules It is illegal for US Presidential candidates to accept foreign money. DOJ allows #HillaryClinton to do so. #MustVoteTrump.',RightTroll,1,1,RETWEET
10/14/2016 1:34,TPARTYNEWS,"BOOMï¿½  New #wikileaks document ""WARNING TO Hillary Clinton""  Read & spread!! https://t.co/A7Ch4HcWBU",RightTroll,1,1,
10/14/2016 2:08,TPARTYNEWS,"Kathy Shelton on @HillaryClinton representing alleged attacker: ""She knew he was guilty.""  #WhyWomenDontReport https://t.co/33roGTcxrD",RightTroll,1,1,
10/14/2016 5:09,KANSASDAILYNEWS,Clinton says she can't recall key details about email server https://t.co/Zw5iopUIFL,NewsFeed,1,1,
10/14/2016 7:15,GARRETTSIMPSON_,Unsecured Podesta-Hillary Email Exchange Exposes Intelligence Source On The Ground in Libya https://t.co/apanl9fvsX,RightTroll,1,1,RETWEET
10/14/2016 10:09,HYDDROX,Pepe Breaks Down The Wikileaks Emails. Episode II  Did Hillary have Scalia killed?  by Milo Yiannopoulos & @EvilHillaryPics  #FrogOfPeace https://t.co/bk9GT4dmF6,RightTroll,1,1,RETWEET
10/14/2016 12:37,WADEHARRIOT,Michelle Obama Attacks Hillary https://t.co/SHMGIXzuv9,RightTroll,1,1,RETWEET
10/14/2016 15:24,CARRIETHORNTHON,'@WBVT_98FM I'm so glad all the numbers on the economy are wrong. People are doing so well they can afford to vote for HRC & pay higher taxes',RightTroll,1,1,RETWEET
10/14/2016 15:30,PRETTYLARAPLACE,"""[Trump] is caught on tape saying things that no decent person would even think, much less say..."" --Barack Obama https://t.co/hTRS8DLNQH",RightTroll,1,1,RETWEET
10/14/2016 16:18,TEN_GOP,"""Hillary Clinton is the most dishonest candidate for POTUS since Richard Nixon.â ~ @mike_pence https://t.co/5wvZ71soC2",RightTroll,1,1,
10/14/2016 21:19,FINLEY1589,Dana Perino Is A Liberal Piece Of Crap!  A Bush/Clinton Hack! She's Now Out!  I Hate This Bitch!,RightTroll,1,1,RETWEET
10/15/2016 1:52,FINLEY1589,The Clinton campaign is in damage control over new revelations in the latest batch of hacked emails from WikiLeaks.  https://t.co/qMvVYCrPPn,RightTroll,1,1,RETWEET
10/15/2016 2:49,PATRIOTBLAKE,WARNING: Obama calls for censorship of the internet after signing over control to ICANN  In his own words... https://t.co/u5mXRBUtKj,RightTroll,1,1,RETWEET
10/15/2016 3:56,WATCHMEWALKIN,'@TexasRebel1836 @hausfraumag @seanhannity  Just reported they used Benghazi incident to cover Private Server Emails. Obama Hillary and More',LeftTroll,1,1,RETWEET
10/15/2016 9:28,LEROYLOVESUSA,"TREASON: U.S. RESCUE TEAM WAS EN ROUTE TO BENGHAZI, but ORDERED TO TURN BACK https://t.co/5M9RPsCxoG via @Proud Patriots. TREASON!",RightTroll,1,1,RETWEET
10/15/2016 16:04,WADEHARRIOT,"This would be the agent of ""get that f---ing dog away from me"" fame. Thinks she's at Versailles with Louis.  #AbusiveHillary #CrookedHillary https://t.co/xshj1edc2z",RightTroll,1,1,RETWEET
10/15/2016 17:09,EMILEEWAREN,How do you like these numbers? ï¿½ @htdpz @MichelleRMed @johnand2015 @dejae02 @ConcernedHigh https://t.co/IIXp4arAVU,RightTroll,1,1,RETWEET
10/15/2016 17:23,THEFOUNDINGSON,Next time it can be someone you know #HillaryForPrison https://t.co/IQ3ZYYP1i4,RightTroll,1,1,
10/15/2016 19:28,STANLEYPARRIS,BYE send her to jail foh #PoppyMurray,LeftTroll,1,1,RETWEET
10/15/2016 22:09,WADEHARRIOT,#HillaryBecause she's a warmongering Hawk and says her disastrous & deadly mistakes were merely 'Plain & Simple'  https://t.co/TGTfoq8l3x,RightTroll,1,1,RETWEET
10/15/2016 22:22,TEN_GOP,Poll: 74% Voters Reject Obamaâs Middle East Refugee Plan   https://t.co/kMK99bIJq1 https://t.co/R0Qau3FfUK,RightTroll,1,1,
10/16/2016 3:46,AMELIEBALDWIN,Former Secretary of State Hillary Clinton on Thursday responded that she âdoes not recallâ 20 times in her under... https://t.co/08g7IHW0mn,RightTroll,1,1,RETWEET
10/16/2016 6:38,LEROYLOVESUSA,"Also shower curtains, AKA what Hillary wears. https://t.co/sWHPOC61HG",RightTroll,1,1,RETWEET
10/16/2016 10:13,_NICKLUNA_,Here's the audio tape: https://t.co/fk8FuhDaVF Hillary laughing about a 12 yr old that was raped. And she kept the rapist out of prison. https://t.co/UpCngZ6xiC,RightTroll,1,1,RETWEET
10/16/2016 11:56,AMELIEBALDWIN,and... @HillaryClinton has no Constitutional rights running 4 president of the United States after all she has done! https://t.co/cLhxI1xeqB,RightTroll,1,1,RETWEET
10/16/2016 15:05,KATERITTERRRR,New FBI files contain allegations of 'quid pro quo' in Clinton's emails \| https://t.co/JJaD28ek2F,RightTroll,1,1,RETWEET
10/16/2016 16:57,TEN_GOP,"Mike Huckabee: ""Hillary Clinton is an elitist snob. She believes she's smarter than you."" https://t.co/lA3iwEUNLU",RightTroll,1,1,
10/16/2016 20:18,HAPPKENDRAHAPPY,@POTUS @HillaryClinton  #democRATS founded #KKK  #hilLIARy embraces #Sanger & #Byrd  #TrumpPence16 #MAGA https://t.co/Nm4nFisYaL',RightTroll,1,1,RETWEET
10/17/2016 2:40,WADEHARRIOT,This is Why the FBI failed to #Indict #CrookedHillary.  https://t.co/Ksbee9JYBV https://t.co/FGC6BqJdEP #ImpeachObama #RiggedElection #Liars,RightTroll,1,1,RETWEET
10/17/2016 3:39,DOROTHIEBELL,Here are the FBI's papers from investigating Hillary Clinton if you're interested.     1  #PodestaEmails9,RightTroll,1,1,RETWEET
10/17/2016 5:21,EMILEEWAREN,BREAKING-STATE DEPT CORRUPTION: PRESSURED FBI TO CHANGE CLASSIFIED EMAIL ON CLINTON PRIVATE SERVER TO NON-C #tcot https://t.co/Kl5RRDFUZ4,RightTroll,1,1,RETWEET
10/17/2016 7:28,CYNTHIAMHUNTER,Email Shows How Carefully Clinton Released Health And Tax Records https://t.co/l2Q0fm0FI0 via @dailycaller,RightTroll,1,1,RETWEET
10/17/2016 11:34,AMELIEBALDWIN,'@realEdwardSzall Liar! It's about time Obama answered some questions about hillarys emails. He should of fired her on the fucking spot!!!!',RightTroll,1,1,RETWEET
10/17/2016 14:23,CHRIXMORGAN,#MakeMeHateYouInOnePhrase Women can't do...,HashtagGamer,1,1,RETWEET
10/17/2016 19:20,PAMELA_MOORE13,Trump TV: .@JudgeNap: New FBI docs show 'bribe offer' to agents in #HillaryClinton email probe https://t.co/ZyaarwQvY3,RightTroll,1,1,
10/17/2016 22:04,TPARTYNEWS,Disgust: Hillary's camp wanted to use 'backs of dead Americans' in Benghazi stmt to Congress for 'bit of moral outrage.'  #PodestaEmails10 https://t.co/VHQZb4xn78,RightTroll,1,1,
10/18/2016 1:34,DONNABRIVERA,KABOOM!!! Hillary Clinton Camp Again Caught Swindling The African American Community by Fronting Token Blacks 4VOTES NOT LIVES! Donald Trump https://t.co/wLZ2rCMX6e,RightTroll,1,1,RETWEET
10/18/2016 15:45,PATRIOTBLAKE,'@DRUDGE_REPORT @CNBC Think it's pretty clear by now Hillary is the one funding violence and hate. See O'Keefe video rigging the election',RightTroll,1,1,RETWEET
10/18/2016 19:05,AMELIEBALDWIN,Only @seanhannity reported this. Where's the outrage Dems? Hillary is hiring people to incite violence at Trump rallies! #broadwayforhillary https://t.co/dkOT27s5VQ,RightTroll,1,1,RETWEET
10/18/2016 21:09,HYDDROX,WHINER-in-CHIEF OBAMA! https://t.co/3Z8ze8G96g,RightTroll,1,1,RETWEET
